,phrase,label,sentiment,subjectivity,language,count
Jan 2,Jan 2,DATE,,,en,1.8
the new year,the new year,DATE,,,en,1.8
25,25,CARDINAL,,,en,1.8
at least 12,at least 12,CARDINAL,,,en,1.8
Just days,Just days,DATE,,,en,1.8
the Winter Olympics,the Winter Olympics,EVENT,,,en,1.8
At least two,At least two,CARDINAL,,,en,1.8
about 11:30 a.m.,about 11:30 a.m.,TIME,,,en,1.8
At least six,At least six,CARDINAL,,,en,1.8
up to 40 miles per hour,up to 40 miles per hour,QUANTITY,,,en,1.8
the Sierra Nevada,the Sierra Nevada,FAC,,,en,1.8
Instagram,Instagram,WORK_OF_ART,,,en,1.8
45 Years,45 Years,DATE,,,en,1.8
"Feb. 17, 2026","Feb. 17, 2026",DATE,,,en,1.8
three days,three days,DATE,,,en,1.8
around 4pm,around 4pm,TIME,,,en,1.8
"1,300","1,300",MONEY,,,en,1.8
the Lake Tahoe/Donner Pass,the Lake Tahoe/Donner Pass,FAC,,,en,1.8
Mounties,Mounties,NORP,,,en,1.8
52,52,DATE,,,en,1.8
Sixteen,Sixteen,CARDINAL,,,en,1.8
Satellite,Satellite,PRODUCT,,,en,1.8
just days,just days,DATE,,,en,1.8
almost 45 years,almost 45 years,DATE,,,en,1.8
four days ago,four days ago,DATE,,,en,1.8
the winter season,the winter season,DATE,,,en,1.8
Rocky Mountain National Park,Rocky Mountain National Park,FAC,0.3846153846153846,0.3846153846153846,en,1.8
7 months,7 months,DATE,,,en,1.8
early this week,early this week,DATE,,,en,1.8
At least three,At least three,CARDINAL,,,en,1.8
Himalayas,Himalayas,NORP,-0.07983193277310927,0.17647058823529413,en,1.8
Nepalese,Nepalese,NORP,,,en,1.8
about 90 miles,about 90 miles,QUANTITY,,,en,1.8
Russian,Russian,NORP,,,en,1.8
the past few days,the past few days,DATE,,,en,1.8
recent months,recent months,DATE,,,en,1.8
fourth,fourth,ORDINAL,,,en,1.8
the past week,the past week,DATE,,,en,1.8
age 50,age 50,DATE,,,en,1.8
overnight,overnight,TIME,,,en,1.8
a week ago,a week ago,DATE,,,en,1.8
"Jan 26, 2026","Jan 26, 2026",DATE,,,en,1.8
late Tuesday night,late Tuesday night,TIME,,,en,1.8
late last week,late last week,DATE,,,en,1.8
March,March,DATE,,,en,1.8
Swedish,Swedish,NORP,,,en,1.7999999999999998
late October,late October,DATE,,,en,1.7999999999999998
October,October,DATE,,,en,1.7000000000000002
this winter,this winter,DATE,,,en,1.7
between 10 and 13 years old,between 10 and 13 years old,DATE,,,en,1.7
19th-Century,19th-Century,DATE,,,en,1.7
the Winter Olympic Games,the Winter Olympic Games,EVENT,,,en,1.7
Week 9,Week 9,DATE,,,en,1.7
2020,2020,DATE,,,en,1.7
Week 15,Week 15,DATE,,,en,1.7
approximately $460 million,approximately $460 million,MONEY,,,en,1.7
675,675,MONEY,,,en,1.7
three days ago,three days ago,DATE,,,en,1.7
$200 million,$200 million,MONEY,,,en,1.7
Finns,Finns,NORP,,,en,1.7
Week 12,Week 12,DATE,,,en,1.7
1885,1885,DATE,,,en,1.7
a night,a night,TIME,,,en,1.6000000000000005
billions,billions,CARDINAL,,,en,1.6000000000000003
Monster Hunter Showcase,Monster Hunter Showcase,PRODUCT,,,en,1.6
a year,a year,DATE,,,en,1.6
Texans,Texans,NORP,,,en,1.6
monthly,monthly,DATE,,,en,1.6
at least 27,at least 27,CARDINAL,,,en,1.6
"2,000","2,000",CARDINAL,,,en,1.6
last year,last year,DATE,,,en,1.6
Nearly 50,Nearly 50,CARDINAL,,,en,1.6
Bactrian,Bactrian,NORP,,,en,1.6
this year,this year,DATE,,,en,1.6
Tonight,Tonight,TIME,,,en,1.5999999999999999
2022,2022,DATE,,,en,1.5
2017,2017,DATE,,,en,1.4
seventh,seventh,ORDINAL,,,en,1.4
244,244,CARDINAL,,,en,1.4
Mustang,Mustang,PRODUCT,,,en,1.4
weeks,weeks,DATE,,,en,1.4
14,14,CARDINAL,,,en,1.4
$20 billion,$20 billion,MONEY,,,en,1.3000000000000003
the Olympic Games,the Olympic Games,EVENT,,,en,1.3
At least one,At least one,CARDINAL,,,en,1.3
midnight,midnight,TIME,,,en,1.3
80 centimetres,80 centimetres,QUANTITY,,,en,1.3
The early 2000s,The early 2000s,DATE,,,en,1.3
Millions,Millions,CARDINAL,,,en,1.3
January 9,January 9,DATE,,,en,1.3
"Rs 15,103.52 crore","Rs 15,103.52 crore",MONEY,,,en,1.3
More than,More than,CARDINAL,,,en,1.3
at least 38,at least 38,CARDINAL,,,en,1.3
"4,500","4,500",MONEY,,,en,1.3
Last year,Last year,DATE,,,en,1.3
Marmot Basin,Marmot Basin,FAC,,,en,1.3
up to 50%,up to 50%,PERCENT,,,en,1.3
New Year's Day,New Year's Day,EVENT,,,en,1.3
millions,millions,CARDINAL,,,en,1.3
Times Square,Times Square,FAC,,,en,1.3
Mar-a-Lago,Mar-a-Lago,DATE,,,en,1.3
Dec. 29,Dec. 29,DATE,,,en,1.3
their third day,their third day,DATE,,,en,1.3
Haida,Haida,NORP,,,en,1.3
last night,last night,TIME,,,en,1.3
Fifty years ago,Fifty years ago,DATE,,,en,1.3
the first days,the first days,DATE,,,en,1.3
less than a month,less than a month,DATE,,,en,1.3
the big day,the big day,DATE,,,en,1.3
as much as a foot,as much as a foot,QUANTITY,,,en,1.3
the busiest days of the year,the busiest days of the year,DATE,,,en,1.3
9 inches,9 inches,QUANTITY,,,en,1.3
post-Christmas,post-Christmas,DATE,,,en,1.3
"Jan. 13, 2023","Jan. 13, 2023",DATE,,,en,1.3
the last two weeks,the last two weeks,DATE,,,en,1.3
late Monday,late Monday,DATE,,,en,1.3
all year,all year,DATE,,,en,1.3
Republic Day,Republic Day,DATE,,,en,1.3
Mains Exam,Mains Exam,WORK_OF_ART,,,en,1.3
Monster Hunter Stories 3:,Monster Hunter Stories 3:,WORK_OF_ART,,,en,1.3
Manali,Manali,PRODUCT,,,en,1.3
the past few years,the past few years,DATE,,,en,1.3
45,45,DATE,,,en,1.3
30 years,30 years,DATE,,,en,1.3
92 percent,92 percent,PERCENT,,,en,1.3
| November 07,| November 07,DATE,,,en,1.3
February,February,DATE,,,en,1.3
"30,000","30,000",MONEY,,,en,1.3
recent weeks,recent weeks,DATE,,,en,1.3
The Last Week,The Last Week,DATE,,,en,1.3
97,97,CARDINAL,,,en,1.3
0.00025,0.00025,MONEY,,,en,1.3
roughly 1.5 million kilometers,roughly 1.5 million kilometers,QUANTITY,,,en,1.3
2019,2019,DATE,,,en,1.3
thousands,thousands,CARDINAL,,,en,1.3
the years,the years,DATE,,,en,1.3
Jan 16,Jan 16,DATE,,,en,1.3
World War II,World War II,EVENT,,,en,1.3
13 January,13 January,DATE,,,en,1.3
"12,500","12,500",MONEY,,,en,1.3
Mid-January,Mid-January,DATE,,,en,1.3
the next three months of winter,the next three months of winter,DATE,,,en,1.3
Australian,Australian,NORP,,,en,1.3
Feb 21,Feb 21,DATE,,,en,1.3
10pm,10pm,TIME,,,en,1.3
Lake Tahoe's,Lake Tahoe's,FAC,0.16666666666666666,0.7222222222222222,en,1.3
Garden Rant,Garden Rant,WORK_OF_ART,,,en,1.3
Polish,Polish,NORP,,,en,1.3
late Sunday,late Sunday,DATE,,,en,1.3
as much as $50 million,as much as $50 million,MONEY,,,en,1.3
about 10%,about 10%,PERCENT,,,en,1.2000000000000002
706,706,CARDINAL,,,en,1.2000000000000002
Argentine,Argentine,NORP,,,en,1.2000000000000002
100,100,CARDINAL,,,en,1.2000000000000002
Gaming Show,Gaming Show,EVENT,,,en,1.2
1934,1934,DATE,,,en,1.2
a season full of,a season full of,DATE,,,en,1.2
the past several weeks,the past several weeks,DATE,,,en,1.2
early 2026,early 2026,DATE,,,en,1.2
Ready to Race,Ready to Race,WORK_OF_ART,,,en,1.2
Dec. 01,Dec. 01,DATE,,,en,1.2
30 years ago,30 years ago,DATE,,,en,1.2
11th,11th,ORDINAL,,,en,1.2
the holiday season,the holiday season,DATE,,,en,1.2
the past two seasons,the past two seasons,DATE,,,en,1.2
33,33,CARDINAL,,,en,1.2
Thursday night,Thursday night,TIME,,,en,1.2
2023,2023,DATE,,,en,1.2
Two years ago,Two years ago,DATE,,,en,1.2
Czech,Czech,NORP,,,en,1.2
the summer of 1988,the summer of 1988,DATE,,,en,1.2
as much as 20 centimetres,as much as 20 centimetres,QUANTITY,,,en,1.2
last summer,last summer,DATE,,,en,1.2
earlier this month,earlier this month,DATE,,,en,1.2
fifth,fifth,ORDINAL,,,en,1.2
75 percent,75 percent,PERCENT,,,en,1.2
at least 5,at least 5,CARDINAL,,,en,1.2
Bell Centre,Bell Centre,FAC,,,en,1.2
just 33 seconds,just 33 seconds,TIME,,,en,1.2
around 36,around 36,CARDINAL,,,en,1.2
Shelby GT350R,Shelby GT350R,PRODUCT,,,en,1.2
season,season,DATE,,,en,1.2
"the 4,700 miles","the 4,700 miles",QUANTITY,,,en,1.2
the start of the 2025-26 season,the start of the 2025-26 season,DATE,,,en,1.2
73%,73%,PERCENT,,,en,1.2
This year,This year,DATE,,,en,1.2
the middle of the 21st,the middle of the 21st,DATE,,,en,1.2
2027,2027,DATE,,,en,1.2
2003,2003,CARDINAL,,,en,1.2
108k miles,108k miles,QUANTITY,,,en,1.2
some weeks,some weeks,DATE,,,en,1.2
month,month,DATE,,,en,1.2
just yesterday,just yesterday,DATE,,,en,1.1
opus,opus,WORK_OF_ART,,,en,1.1
I Love LA,I Love LA,WORK_OF_ART,,,en,1.1
One to One,One to One,CARDINAL,,,en,1.1
three-season,three-season,DATE,,,en,1.1
a record $18.59 trillion,a record $18.59 trillion,MONEY,,,en,1.1
2025-2026,2025-2026,DATE,,,en,1.1
half of the year,half of the year,DATE,,,en,1.1
year 13th of October,year 13th of October,DATE,,,en,1.1
"October 15, 2025","October 15, 2025",DATE,,,en,1.1
7pm,7pm,TIME,,,en,1.1
This day,This day,DATE,,,en,1.1
libertarian,libertarian,NORP,,,en,1.1
12.41%,12.41%,PERCENT,,,en,1.1
34th,34th,ORDINAL,,,en,1.1
9:40 AM,9:40 AM,TIME,,,en,1.1
$197 billion,$197 billion,MONEY,,,en,1.1
"October 11, 2025","October 11, 2025",DATE,,,en,1.1
Libertarian,Libertarian,NORP,,,en,1.1
the International Day,the International Day,EVENT,,,en,1.1
the end of last week,the end of last week,DATE,,,en,1.1
US$16bil -,US$16bil -,MONEY,,,en,1.1
ten percent,ten percent,PERCENT,,,en,1.1
Oilers,Oilers,NORP,,,en,1.1
7/5,7/5,CARDINAL,,,en,1.1
Lahaul,Lahaul,NORP,,,en,1.0
the National Championship,the National Championship,EVENT,,,en,1.0
+11072 chars,+11072 chars,WORK_OF_ART,,,en,1.0
the next year,the next year,DATE,,,en,1.0
Week 5,Week 5,DATE,,,en,1.0
132,132,CARDINAL,,,en,1.0
Cold day,Cold day,EVENT,,,en,1.0
22 percent,22 percent,PERCENT,,,en,1.0
Last week,Last week,DATE,,,en,1.0
the Super Bowl,the Super Bowl,EVENT,,,en,1.0
32,32,CARDINAL,,,en,1.0
16 weeks,16 weeks,DATE,,,en,1.0
4 Days,4 Days,DATE,,,en,1.0
four days,four days,DATE,,,en,1.0
three nights,three nights,DATE,,,en,1.0
Monday night,Monday night,TIME,,,en,1.0
Sonmarg,Sonmarg,NORP,,,en,1.0
seconds,seconds,TIME,,,en,1.0
+23629 chars,+23629 chars,WORK_OF_ART,,,en,1.0
the third period of,the third period of,DATE,,,en,1.0
500,500,CARDINAL,,,en,1.0
100 percent,100 percent,PERCENT,,,en,1.0
2025-2030F,2025-2030F,DATE,,,en,1.0
2035F.,2035F.,CARDINAL,,,en,1.0
Jan. 21,Jan. 21,DATE,,,en,1.0
"The ""Avalanche Radar Market Report 2026","The ""Avalanche Radar Market Report 2026",WORK_OF_ART,,,en,1.0
32 degrees,32 degrees,QUANTITY,,,en,1.0
41,41,CARDINAL,,,en,1.0
Yesterday,Yesterday,DATE,,,en,1.0
the fifth week,the fifth week,DATE,,,en,1.0
"Friday, January 23, 2026","Friday, January 23, 2026",DATE,,,en,1.0
at least 20,at least 20,CARDINAL,,,en,1.0
7–3,7–3,CARDINAL,,,en,1.0
Crypto Presale Ignites,Crypto Presale Ignites,WORK_OF_ART,,,en,1.0
TRON,TRON,PRODUCT,,,en,1.0
This Republic Day,This Republic Day,DATE,,,en,1.0
Kartavya Path,Kartavya Path,FAC,,,en,1.0
"6,050","6,050",CARDINAL,,,en,1.0
96%,96%,PERCENT,,,en,1.0
next March,next March,DATE,,,en,1.0
next 48 hours,next 48 hours,TIME,,,en,1.0
Solar Power Boost,Solar Power Boost,PRODUCT,,,en,1.0
1982,1982,DATE,,,en,1.0
hundreds of feet,hundreds of feet,QUANTITY,,,en,1.0
a million years,a million years,DATE,,,en,1.0
+6007 chars,+6007 chars,WORK_OF_ART,,,en,1.0
€23.7m,€23.7m,MONEY,,,en,1.0
the same day,the same day,DATE,,,en,1.0
"more than 3,500m","more than 3,500m",QUANTITY,,,en,1.0
between the ages of 50 and 60,between the ages of 50 and 60,DATE,,,en,1.0
last weekend,last weekend,DATE,,,en,1.0
1080P,1080P,CARDINAL,,,en,1.0
$27.3 Bn,$27.3 Bn,MONEY,,,en,1.0
"1,491","1,491",CARDINAL,,,en,1.0
Ortles,Ortles,NORP,,,en,1.0
a relatively late hour,a relatively late hour,TIME,,,en,1.0
This season,This season,DATE,,,en,1.0
at least 60,at least 60,CARDINAL,,,en,1.0
Irishman,Irishman,NORP,,,en,1.0
last month,last month,DATE,,,en,1.0
Less than a year,Less than a year,DATE,,,en,1.0
the summer,the summer,DATE,,,en,1.0
"11,500ft)","11,500ft)",QUANTITY,,,en,1.0
the first Monday,the first Monday,DATE,,,en,1.0
+3544,+3544,NORP,,,en,1.0
January 28,January 28,DATE,,,en,1.0
April,April,DATE,,,en,1.0
+1673,+1673,NORP,,,en,1.0
1945,1945,DATE,,,en,1.0
the Bell Centre,the Bell Centre,FAC,,,en,1.0
29-17-7,29-17-7,DATE,,,en,1.0
7:00 pm,7:00 pm,TIME,,,en,1.0
445,445,CARDINAL,,,en,1.0
this Veterans Day,this Veterans Day,DATE,,,en,1.0
the Spice Girls's,the Spice Girls's,WORK_OF_ART,,,en,1.0
one night,one night,TIME,,,en,1.0
11:00 A.M.,11:00 A.M.,TIME,,,en,1.0
9pm,9pm,TIME,,,en,1.0
Coors Field,Coors Field,FAC,,,en,1.0
Stadium Series,Stadium Series,EVENT,,,en,1.0
2016,2016,DATE,,,en,1.0
10 years later,10 years later,DATE,,,en,1.0
2020-2025,2020-2025,DATE,,,en,1.0
"Exploration
","Exploration
",PRODUCT,,,en,1.0
‌lives,‌lives,PRODUCT,,,en,1.0
1952,1952,DATE,,,en,1.0
More than seven,More than seven,CARDINAL,,,en,1.0
the weeks,the weeks,DATE,,,en,1.0
November 2008,November 2008,DATE,,,en,1.0
15 minutes,15 minutes,TIME,,,en,1.0
inaugural Olympic,inaugural Olympic,EVENT,,,en,1.0
Jan 13,Jan 13,DATE,,,en,1.0
Nagano Games,Nagano Games,EVENT,,,en,1.0
2002,2002,DATE,,,en,1.0
70 years,70 years,DATE,,,en,1.0
Big 12,Big 12,EVENT,,,en,1.0
the beginning of January,the beginning of January,DATE,,,en,1.0
a few days off now,a few days off now,DATE,,,en,1.0
the past eight weeks,the past eight weeks,DATE,,,en,1.0
winter 25/26,winter 25/26,DATE,,,en,1.0
more than two weeks,more than two weeks,DATE,,,en,1.0
Oct. 15,Oct. 15,DATE,,,en,1.0
Prince Avalanche 2013,Prince Avalanche 2013,WORK_OF_ART,,,en,1.0
the Womens FAI Cup Final,the Womens FAI Cup Final,EVENT,,,en,1.0
4-2 road,4-2 road,QUANTITY,,,en,1.0
Week 14,Week 14,DATE,,,en,1.0
Winter 25/26,Winter 25/26,DATE,,,en,1.0
37,37,DATE,,,en,1.0
Avalanche Kills US CitizensNewsweek Red Hot Chili Pepp,Avalanche Kills US CitizensNewsweek Red Hot Chili Pepp,WORK_OF_ART,,,en,1.0
Winter Hiking FAQ,Winter Hiking FAQ,WORK_OF_ART,,,en,1.0
3 Years Ago,3 Years Ago,DATE,,,en,1.0
Months Later,Months Later,DATE,,,en,1.0
2.15pm,2.15pm,CARDINAL,,,en,1.0
five months later,five months later,DATE,,,en,1.0
three years ago,three years ago,DATE,,,en,1.0
"June 24, 2023","June 24, 2023",DATE,,,en,1.0
4th,4th,ORDINAL,,,en,1.0
11 December,11 December,DATE,,,en,1.0
at least the fourth,at least the fourth,DATE,,,en,1.0
+1352 chars,+1352 chars,WORK_OF_ART,,,en,1.0
first Olympic,first Olympic,EVENT,,,en,1.0
37 years,37 years,DATE,,,en,1.0
Last season,Last season,DATE,,,en,1.0
three weeks,three weeks,DATE,,,en,1.0
Sunday January 11,Sunday January 11,DATE,,,en,1.0
2021,2021,DATE,,,en,1.0
Cup Chase,Cup Chase,FAC,,,en,1.0
Oct 6,Oct 6,DATE,,,en,1.0
EIGHT,EIGHT,CARDINAL,,,en,1.0
Jan 17).The,Jan 17).The,DATE,,,en,1.0
Jan 17,Jan 17,DATE,,,en,1.0
a tumultuous year,a tumultuous year,DATE,,,en,1.0
March 4,March 4,DATE,,,en,1.0
Ukrainians,Ukrainians,NORP,,,en,1.0
Tragedy,Tragedy,WORK_OF_ART,,,en,1.0
about 7,about 7,DATE,,,en,1.0
the first month of 2026,the first month of 2026,DATE,,,en,1.0
200%,200%,PERCENT,,,en,1.0
the past few weeks,the past few weeks,DATE,,,en,1.0
Almost four years,Almost four years,DATE,,,en,1.0
Sout,Sout,NORP,,,en,1.0
GERMAN,GERMAN,NORP,,,en,1.0
FIVE,FIVE,CARDINAL,,,en,1.0
Nov. 15,Nov. 15,DATE,,,en,1.0
this relatively late hour,this relatively late hour,TIME,,,en,1.0
Nov 2,Nov 2,DATE,,,en,1.0
billion,billion,CARDINAL,,,en,1.0
Jan. 6,Jan. 6,DATE,,,en,1.0
Soviet-era,Soviet-era,DATE,,,en,1.0
yesterday,yesterday,DATE,,,en,1.0
more than 50 years,more than 50 years,DATE,,,en,1.0
Avalanche Slope Colors,Avalanche Slope Colors,WORK_OF_ART,,,en,1.0
2026 Games,2026 Games,EVENT,,,en,1.0
1994,1994,DATE,,,en,1.0
next month,next month,DATE,,,en,1.0
